transportation_mode,commute_distance_km,flights_per_year,diet_type,meat_consumption_kg_per_month,electricity_usage_kwh,gas_usage_therms,water_usage_gallons,recycling_percentage,new_clothes_per_month,car_type,monthly_carbon_footprint_kg,household_size,vehicle_fuel_efficiency_km_per_l,renewable_energy_percentage,heating_fuel_type
private,4623.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],18.0,diesel,2598.0,3,11.9,60,
private,14.169668264090884,2,vegetarian,13.024367215500751,652.6256114948723,160.0118713344242,2157.5402195037586,29.54083599159346,2.181272228318379,petrol,2330.5197665393202,3,11.2,32,Gas
walk/bicycle,60.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",37.0,,1702.0,2,11.7,71,Electric
walk/bicycle,18.962183210264584,1,omnivore,14.196173485916058,944.3296971063025,160.76105604761503,3427.405762437326,47.12954670411717,1.4184425082647312,none,3341.6125870895726,4,11.3,41,Gas
private,4601.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",2.0,diesel,1908.0,2,12.2,65,
private,5.502928783320559,3,vegetarian,12.549058939867122,597.3185457848712,12.95892207184195,969.610993151374,43.115821577287164,7.5133868793977925,none,1076.994550024909,2,11.9,39,Gas
private,5151.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",43.0,electric,980.0,3,21.0,66,
walk/bicycle,50.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",39.0,,2296.0,3,11.9,61,Electric
walk/bicycle,40.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",32.0,,593.0,2,12.8,58,Electric
private,45.661206825364374,4,vegan,14.779335278593766,305.55158236025363,143.77698491321286,2338.4466482486946,99.50059570702568,5.785112750347365,none,1973.8714505955497,4,8.9,78,Gas
private,6423.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],26.0,diesel,3814.0,3,10.3,46,
private,2.8358965047961373,2,vegetarian,6.228167463121512,975.0640895873023,128.2129034867928,745.4745879557718,46.597831420824996,2.832366196488886,petrol,1921.3335987000894,2,11.1,53,Gas
public,494.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",12.0,,843.0,1,12.5,60,Electric
private,7047.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",26.0,petrol,4122.0,4,9.7,54,
public,590.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",3.0,,1474.0,2,12.1,67,Electric
public,2.0669639367666806,2,vegetarian,8.889302412657257,902.1045986891878,162.11163015008646,3204.8755464671926,0.7607318649018313,6.553065840026252,petrol,2912.5332398361975,4,11.6,11,Gas
public,1110.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",28.0,,1206.0,2,13.4,73,Electric
public,1711.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",27.0,,2574.0,3,10.2,53,Electric
private,32.870513563032276,0,omnivore,10.179512674842295,901.9841263868716,11.656427785675817,4102.602964160147,51.931364343257314,9.801946419703931,petrol,2813.7587432363603,4,9.3,53,Gas
public,32.4091106801535,4,vegetarian,5.437233308814706,730.5669536068656,177.12703937109956,2931.109459795029,73.44191050376031,2.289725861083963,none,2773.863689020719,4,9.8,51,Gas
walk/bicycle,52.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",1.0,,1120.0,1,12.0,72,Electric
public,47.38629417466281,0,omnivore,10.184315999793366,233.96022927215427,119.56724805790083,4364.69668080888,96.97461072766228,2.043552539221898,none,2717.2065004390065,4,8.7,98,Electric
private,23.714927328099023,2,vegan,17.013230394799166,113.21771354358407,51.491824314480404,3639.399200507491,8.380534859238109,6.022445658529367,diesel,1818.9170896692335,3,11.6,23,Gas
public,998.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",9.0,,1079.0,2,11.0,70,Electric
private,943.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",45.0,hybrid,2644.0,3,17.3,61,
walk/bicycle,74.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],35.0,,1714.0,2,11.0,61,Electric
private,4425.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],13.0,diesel,3127.0,3,11.4,48,
public,1334.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",26.0,,1365.0,2,12.1,60,Electric
walk/bicycle,28.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",5.0,,2040.0,2,11.7,59,Electric
public,46.06201578357678,3,vegan,14.495599742885453,259.48240711361404,148.64439337746836,4283.928658239641,10.992886912065858,5.046165981793754,none,2671.1031254749587,4,8.3,17,Gas
private,8.488683360471272,2,omnivore,2.4545933760958394,869.6606569370443,99.07251933456682,4026.672231848888,22.529873428448234,6.3559812342955615,diesel,2926.244845322068,4,13.2,27,Gas
private,4071.0,0,vegetarian,0.0,0.0,0.0,0.0,[],9.0,lpg,2195.0,2,10.5,52,
private,33.54513092177182,1,omnivore,2.8756143041383297,675.2459003100936,181.08338342905884,2327.7721877318572,89.09242656134631,2.1815801767609297,diesel,2633.122293071665,4,11.3,78,Gas
public,1975.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",47.0,,1968.0,3,10.5,58,Electric
walk/bicycle,60.0,0,vegetarian,0.0,0.0,0.0,0.0,[],22.0,,973.0,2,11.6,55,Electric
private,2419.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",3.0,electric,3342.0,2,22.9,58,
public,1415.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",30.0,,1629.0,2,11.5,74,Electric
private,37.53032517420224,4,omnivore,2.1479800168236696,608.3432339489724,73.42982379341734,4810.811597510041,24.76162846318498,4.679190015962309,none,2819.096391832555,4,9.5,25,Gas
private,14.120686242287729,1,omnivore,17.579614365280808,446.5286686189044,151.04555861460597,3089.3735220201743,42.21581586797731,3.7398681430181666,petrol,2878.0129841222097,4,10.8,52,Gas
public,28.308926952359897,2,vegetarian,14.438815432426411,229.64559253516214,190.7189152873986,2334.353924973681,14.641445655147745,3.492484020930311,petrol,2138.802748400038,3,9.2,25,Gas
private,4096.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",5.0,petrol,2921.0,2,10.5,44,
public,853.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],11.0,,2573.0,2,12.6,48,Electric
public,658.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",50.0,,1197.0,2,11.9,72,Electric
public,74.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",37.0,,1087.0,2,12.4,78,Electric
private,1334.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",24.0,hybrid,2444.0,2,18.0,54,
walk/bicycle,33.309255758175226,4,omnivore,14.021173991567565,914.0966815264767,79.00761314486083,1348.7515290077713,86.89085911096672,1.7476101876478822,none,2208.720749316808,3,10.1,77,Electric
public,31.64411016819646,1,omnivore,8.026913550568505,693.5677882642323,80.01469421741436,2459.3281981274095,66.33908614257736,0.6053631081126698,petrol,2200.7667603621117,3,9.8,51,Electric
private,27.99345692587942,0,omnivore,4.612906654789921,289.68233501370514,173.22676982456323,540.5685477511523,55.595586816897466,1.3389507568051473,petrol,1631.6430128627444,3,9.4,58,Gas
walk/bicycle,84.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",38.0,,2078.0,2,11.2,64,Electric
private,7691.0,0,omnivore,0.0,0.0,0.0,0.0,[],5.0,lpg,3206.0,3,9.5,67,
public,17.5286586599744,1,vegan,8.928876885078425,157.3462695279839,48.82667838328116,3168.2866984418647,48.49718029133789,9.653462512941719,diesel,1614.4919691827313,3,12.9,57,Electric
public,134.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",49.0,,1784.0,3,12.3,54,Electric
private,2576.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",16.0,hybrid,2549.0,2,17.8,69,
public,1410.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],17.0,,1186.0,2,10.7,66,Electric
private,3071.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],19.0,hybrid,4209.0,3,17.3,51,
public,1319.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",20.0,,1367.0,2,12.1,77,Electric
public,0.5685926911235206,3,omnivore,18.48366479116422,746.9060073495668,116.05887981110057,2103.004452004366,46.992980827219796,5.621384709300131,diesel,2642.7860871896905,3,13.7,41,Electric
public,1356.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",39.0,,1312.0,2,12.4,63,Electric
public,1317.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",16.0,,1233.0,2,11.8,58,Electric
private,7968.0,0,vegan,0.0,0.0,0.0,0.0,[],41.0,petrol,4950.0,4,8.8,42,
public,1575.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],41.0,,3560.0,3,12.2,55,Electric
public,12.674658466657402,2,omnivore,10.089325750967003,968.5102158235973,29.388190940141822,1424.734056549136,54.67856120935848,9.113420829725417,diesel,1938.239571026816,3,12.7,50,Electric
private,6484.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",37.0,electric,2842.0,3,20.6,66,
private,2411.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],49.0,lpg,2292.0,3,11.2,68,
private,2016.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],13.0,hybrid,1394.0,2,16.4,55,
walk/bicycle,6.0,0,vegan,0.0,0.0,0.0,0.0,[],2.0,,723.0,1,11.6,66,Electric
public,5.0598547637490725,1,omnivore,15.897705243342482,530.6982848182761,76.63829936020856,3328.8053965241693,90.31319213303257,2.4231613983999467,petrol,2530.007825472077,3,12.3,66,Electric
private,5.713795176391113,2,omnivore,7.139824412574784,200.5796694821097,175.2970688171986,3602.2614627729363,8.352655017807653,7.241271510596301,none,2667.8156576411725,4,12.0,19,Gas
private,6124.0,0,omnivore,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",19.0,electric,2134.0,3,20.1,59,
walk/bicycle,76.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",0.0,,902.0,1,12.1,62,Electric
public,1400.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],50.0,,1832.0,3,11.6,69,Electric
public,36.798704245716124,2,vegetarian,19.618191653033392,528.291705321077,79.6218337783228,2150.5493185387186,20.50964410906817,7.394987290590213,none,1797.069464606714,3,9.5,34,Electric
walk/bicycle,1.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",7.0,,926.0,1,11.9,59,Electric
private,8233.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",15.0,diesel,4294.0,4,10.9,45,
private,1621.0,0,vegetarian,0.0,0.0,0.0,0.0,[],23.0,electric,1382.0,2,23.0,67,
private,185.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],15.0,lpg,1349.0,2,11.2,59,
public,15.524150395903652,0,vegetarian,8.51267145034074,769.9657231465843,96.95353454561484,751.5530960232051,55.15910157017807,3.901114146358935,none,1531.1857868906916,3,10.5,56,Electric
private,8348.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",17.0,electric,1594.0,3,18.8,62,
public,4.580279546516835,3,omnivore,1.8298884006176719,387.5022168074967,54.19718124459714,2236.6053543946373,55.232173092019366,1.2535807628829798,none,1561.2133271665462,2,11.2,68,Electric
private,39.01833871412168,4,omnivore,15.010775701643757,605.6254128939268,112.7801701342341,1069.2402749064768,12.9195867654621,1.0586626756509065,petrol,2198.093148938741,3,9.9,25,Gas
private,40.80386844033786,2,vegetarian,19.98449229049304,150.2614977929378,105.15962445811564,686.0723106588582,2.4702880808611383,7.236128446085487,none,1034.4958688461115,3,9.0,32,Gas
private,7618.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",49.0,electric,2290.0,3,19.0,64,
private,4998.0,0,vegetarian,0.0,0.0,0.0,0.0,[],43.0,hybrid,2386.0,3,16.3,63,
public,35.87225023803007,1,vegetarian,16.89177168754836,945.8086040563923,68.85605715459782,1701.4067518664344,82.5623354387653,5.796192201942638,petrol,1927.5311055735685,3,10.3,78,Electric
private,1846.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",36.0,diesel,2188.0,3,12.3,51,
private,285.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",33.0,electric,1903.0,2,22.3,62,
private,1.4052597527014654,3,vegetarian,8.106091002570173,192.5583928659753,166.03267936343957,4660.6360182406925,13.067419594632923,7.600602373106515,petrol,2818.045509564296,4,12.5,19,Gas
walk/bicycle,59.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],35.0,,2076.0,2,12.6,53,Electric
walk/bicycle,22.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],19.0,,2776.0,2,11.6,61,Electric
private,626.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],2.0,lpg,2448.0,2,11.8,49,
walk/bicycle,77.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",33.0,,2189.0,2,12.6,72,Electric
walk/bicycle,50.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",20.0,,1846.0,2,12.5,61,Electric
private,8768.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",4.0,hybrid,2342.0,3,11.8,57,
public,957.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],17.0,,1886.0,2,10.8,56,Electric
public,4.695113141983742,2,omnivore,3.907409033096234,697.3634527995234,5.7672281279934845,2022.7448466355452,45.64611939059028,6.020691820265942,none,1578.1750911197944,3,11.0,67,Electric
public,1619.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",43.0,,2180.0,3,11.3,42,Electric
public,29.573316356043595,4,omnivore,0.440987336165255,299.29552937196786,91.73449490556924,2387.2351871001356,15.184146112196984,4.432456128622288,petrol,1762.951548249301,3,10.2,23,Electric
walk/bicycle,50.0,0,vegetarian,0.0,0.0,0.0,0.0,[],41.0,,1403.0,2,12.3,70,Electric
walk/bicycle,23.0,0,omnivore,0.0,0.0,0.0,0.0,[],4.0,,2276.0,2,11.8,47,Electric
private,4605.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",16.0,electric,2333.0,3,21.0,65,
walk/bicycle,73.0,0,vegan,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",4.0,,925.0,1,11.8,61,Electric
walk/bicycle,70.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",49.0,,1539.0,2,11.5,60,Electric
public,541.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",35.0,,3080.0,3,11.7,61,Electric
public,838.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",26.0,,2181.0,2,12.8,44,Electric
private,8187.0,0,pescatarian,0.0,0.0,0.0,0.0,[],31.0,lpg,5030.0,4,9.2,43,
walk/bicycle,37.48113288175698,3,omnivore,14.987179429717838,490.4064373712063,68.0607767701728,4391.1696215982465,93.93092333068412,6.664645771131516,diesel,2863.4718946201488,4,11.2,84,Electric
private,19.70529979914061,4,vegan,15.225362118903593,431.942477724485,30.574691537342645,1831.5149568759882,48.166243984813974,0.7135012937493268,none,1286.4593099985711,2,10.1,60,Gas
public,798.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",38.0,,3074.0,3,12.6,52,Electric
public,28.982108063267155,3,vegan,5.708870444255288,535.4844436777892,94.54069830966536,4847.574929841535,11.47295073326352,8.439760307382754,petrol,2836.971755571389,4,10.1,19,Electric
walk/bicycle,3.672477395754675,2,vegetarian,12.973572567801499,779.5168111314686,37.50411423348321,4032.0976355533576,45.884697493359496,1.7471537586535013,none,2389.066895198296,3,11.5,41,Electric
public,67.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",13.0,,1502.0,2,12.3,62,Electric
walk/bicycle,98.0,0,vegetarian,0.0,0.0,0.0,0.0,[],34.0,,1443.0,2,12.7,36,Electric
public,12.185229586361789,2,omnivore,7.871949362045713,802.6201156246335,99.30864409393027,612.3242158948046,51.43683803469264,1.4565951588564385,diesel,1764.3500405357022,2,13.5,50,Electric
walk/bicycle,37.353094669029225,3,vegan,5.917926917893124,769.9158097051708,45.656872322691775,3992.8247226348526,64.61672223607707,8.825583408463178,none,2465.705311100373,4,8.9,55,Electric
public,1388.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",11.0,,2232.0,2,11.7,53,Electric
private,35.17746158686997,4,vegan,8.249282904900896,529.8033208782299,141.8863904956557,3824.3150598216444,6.767538662978545,8.123699865558118,diesel,2843.514537794084,4,10.9,13,Gas
public,216.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",49.0,,2448.0,3,11.3,55,Electric
public,1133.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",16.0,,930.0,2,11.0,50,Electric
public,19.10834887130533,2,omnivore,4.310965257147831,427.474325834177,60.012424213888174,905.1205366513944,44.71631186306365,9.68933044668857,diesel,1276.8942123878005,3,12.1,56,Electric
private,2582.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",3.0,hybrid,1855.0,2,17.1,54,
private,1657.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],29.0,lpg,2073.0,2,12.2,69,
public,26.16756769834089,2,vegetarian,4.065458333847641,763.8100461005303,22.647166883769444,826.6429787808526,66.32882147357488,6.920381817090951,none,1231.8514159854917,3,9.8,70,Electric
private,47.30093648686838,0,omnivore,5.285896739671083,603.7838981836379,85.69451986748065,2983.5808232053214,37.63365674620842,6.233894474626357,none,2246.1946097561663,4,8.7,43,Gas
walk/bicycle,65.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",37.0,,2982.0,3,12.2,65,Electric
public,34.700044831416186,1,omnivore,5.350522249155134,541.1262547989758,20.62602491705221,4219.497782610083,56.463211534832794,8.300894416217616,none,2346.9782594247813,4,9.3,57,Electric
public,1041.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",4.0,,913.0,1,12.2,76,Electric
walk/bicycle,6.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",43.0,,2225.0,3,11.2,49,Electric
walk/bicycle,34.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",2.0,,1005.0,1,11.2,48,Electric
private,7.53582716132104,3,vegetarian,13.788763830046936,640.0784125742109,132.5640350884605,1335.649265735739,88.7786502421966,7.435117062339916,none,1870.4717627547939,3,12.2,91,Gas
walk/bicycle,8.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",1.0,,1558.0,1,10.5,68,Electric
public,1737.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],14.0,,905.0,2,11.3,69,Electric
public,1159.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],6.0,,1394.0,2,12.5,45,Electric
private,6931.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",30.0,petrol,5269.0,4,9.8,52,
private,18.50674763255223,6,vegan,0.6728242384585958,717.135341399998,41.14540007068046,905.3610082899663,95.97576063950719,0.3441006586575657,diesel,1381.008814141738,2,12.5,95,Gas
public,359.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",36.0,,2519.0,3,11.5,67,Electric
public,983.0,0,vegan,0.0,0.0,0.0,0.0,[],45.0,,2665.0,3,11.7,53,Electric
public,990.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",15.0,,1788.0,2,11.3,77,Electric
walk/bicycle,42.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",11.0,,1536.0,2,11.7,62,Electric
walk/bicycle,44.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",30.0,,1377.0,2,12.0,71,Electric
private,5145.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",32.0,electric,1930.0,3,20.4,72,
public,150.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",21.0,,2917.0,2,11.8,47,Electric
public,1799.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",27.0,,3678.0,3,11.8,57,Electric
walk/bicycle,2.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",7.0,,2342.0,2,12.4,71,Electric
public,1446.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",24.0,,2134.0,2,12.1,66,Electric
walk/bicycle,69.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",2.0,,1384.0,1,11.3,66,Electric
public,891.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",18.0,,1495.0,2,12.8,68,Electric
public,1062.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",2.0,,535.0,1,11.4,73,Electric
public,104.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",19.0,,2213.0,2,12.4,52,Electric
private,14.324775787902432,3,vegetarian,19.50372880887901,107.2833363091324,51.09668840658064,4145.206874674557,39.8911363337931,6.650983076455282,petrol,1992.1398294930339,3,10.8,52,Gas
walk/bicycle,81.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],1.0,,2351.0,2,12.2,40,Electric
public,1957.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",37.0,,2271.0,3,11.9,44,Electric
public,821.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",41.0,,2141.0,3,10.9,65,Electric
walk/bicycle,9.683347783812584,0,omnivore,9.043928766742766,131.74380334178213,54.91303754729688,4920.106165240972,44.11146281110471,4.101877052310603,hybrid,2414.7946087541773,3,16.7,46,Electric
private,6386.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",14.0,hybrid,4046.0,3,15.4,52,
walk/bicycle,96.0,0,omnivore,0.0,0.0,0.0,0.0,[],42.0,,2461.0,3,11.1,53,Electric
private,8299.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",33.0,lpg,3469.0,4,8.7,52,
walk/bicycle,47.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],43.0,,3171.0,3,12.2,64,Electric
public,519.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",26.0,,2665.0,2,11.3,54,Electric
private,71.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],31.0,electric,2899.0,3,27.1,56,
public,1784.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",34.0,,2802.0,3,10.5,62,Electric
public,1963.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",37.0,,2247.0,3,12.3,44,Electric
public,227.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",23.0,,1675.0,2,11.7,48,Electric
public,21.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",31.0,,2356.0,2,11.8,61,Electric
private,4646.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",4.0,petrol,4055.0,3,9.9,45,
private,8358.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],20.0,lpg,3941.0,4,9.3,53,
private,2463.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",21.0,lpg,1780.0,2,11.5,49,
walk/bicycle,39.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",22.0,,1292.0,2,11.5,55,Electric
private,8443.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",19.0,hybrid,3202.0,3,14.2,51,
walk/bicycle,1.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],43.0,,1593.0,2,11.9,78,Electric
private,3021.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],30.0,electric,3589.0,3,22.2,62,
public,47.872774977083104,2,vegan,9.674837755082969,470.35125605197373,143.60672444734976,4242.04232327882,16.00563158064814,0.5033465148906635,petrol,2771.4744152951607,4,8.7,16,Gas
walk/bicycle,46.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",27.0,,1184.0,2,11.3,65,Electric
private,9767.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],3.0,petrol,5145.0,4,8.1,60,
walk/bicycle,32.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],8.0,,1622.0,2,12.8,74,Electric
public,4.131403643816639,1,vegetarian,18.98644670899063,102.5480911971951,16.864219102775756,2630.825576106243,49.125482526220175,0.18206659299552785,hybrid,1137.3721094621526,2,16.9,57,Electric
private,3252.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",28.0,hybrid,1422.0,2,15.2,43,
walk/bicycle,8.293781427209822,0,omnivore,14.213085181892264,188.78420917524585,8.063516240429358,4208.048807501958,96.26699796803446,3.695905005558374,hybrid,2101.5342623057295,3,18.0,76,Electric
private,8519.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],0.0,lpg,3559.0,3,8.6,54,
private,792.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",49.0,diesel,2701.0,3,13.3,70,
private,2571.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",39.0,electric,2365.0,3,23.8,63,
public,11.728987240772426,1,vegetarian,2.189132788459587,101.21585237986086,90.55252790387381,2295.2348752646776,68.47760570787,2.280383060292228,petrol,1432.1840903628708,2,10.4,74,Electric
private,6804.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],21.0,petrol,4231.0,4,9.2,52,
public,368.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",32.0,,2807.0,3,11.3,64,Electric
public,45.437227512107285,2,omnivore,15.804014732575322,200.31699667044637,61.28848384940859,3044.340349075735,82.65781109712366,6.372976563681724,petrol,2136.3414834788227,4,9.2,66,Electric
public,13.222041730152977,2,omnivore,7.781528748439892,659.237321010967,5.803434081272707,4826.743480185466,68.13961444482058,7.791516355887909,petrol,2646.960905685337,4,10.8,79,Electric
private,4306.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],3.0,diesel,2207.0,2,13.2,62,
walk/bicycle,4.549515064115117,1,vegan,8.882947584346258,922.304482210509,58.1628309164731,1901.3795600611777,6.978674341326485,8.131601759182097,petrol,1897.4481768211847,3,13.0,21,Electric
public,25.508313294291078,1,omnivore,2.4433225438968087,951.9940964971387,130.9294071329099,4997.997172004142,53.46937994303933,3.163276566833906,petrol,3457.365506314581,4,10.6,31,Gas
private,8107.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",34.0,diesel,4693.0,4,10.5,50,
